# case 0172  h_peak=1.20 m  t_peak=480 min  alpha=1.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0005,0.0224
2.0,0.0014,0.0374
3.0,0.0026,0.051
4.0,0.004,0.0632
5.0,0.0056,0.0748
6.0,0.0074,0.086
7.0,0.0093,0.0964
8.0,0.0113,0.1063
9.0,0.0134,0.1158
10.0,0.0157,0.1253
11.0,0.018,0.1342
12.0,0.0205,0.1432
13.0,0.023,0.1517
14.0,0.0256,0.16
15.0,0.0283,0.1682
16.0,0.0311,0.1764
17.0,0.034,0.1844
18.0,0.0369,0.1921
19.0,0.0399,0.1997
20.0,0.043,0.2074
21.0,0.0461,0.2147
22.0,0.0493,0.222
23.0,0.0525,0.2291
24.0,0.0558,0.2362
25.0,0.0591,0.2431
26.0,0.0625,0.25
27.0,0.0659,0.2567
28.0,0.0694,0.2634
29.0,0.0729,0.27
30.0,0.0765,0.2766
31.0,0.0801,0.283
32.0,0.0838,0.2895
33.0,0.0874,0.2956
34.0,0.0912,0.302
35.0,0.0949,0.3081
36.0,0.0987,0.3142
37.0,0.1025,0.3202
38.0,0.1064,0.3262
39.0,0.1103,0.3321
40.0,0.1142,0.3379
41.0,0.1181,0.3437
42.0,0.1221,0.3494
43.0,0.1261,0.3551
44.0,0.1301,0.3607
45.0,0.1341,0.3662
46.0,0.1382,0.3718
47.0,0.1423,0.3772
48.0,0.1464,0.3826
49.0,0.1505,0.3879
50.0,0.1547,0.3933
51.0,0.1588,0.3985
52.0,0.163,0.4037
53.0,0.1672,0.4089
54.0,0.1714,0.414
55.0,0.1757,0.4192
56.0,0.1799,0.4241
57.0,0.1842,0.4292
58.0,0.1884,0.4341
59.0,0.1927,0.439
60.0,0.197,0.4438
61.0,0.2014,0.4488
62.0,0.2057,0.4535
63.0,0.21,0.4583
64.0,0.2144,0.463
65.0,0.2187,0.4677
66.0,0.2231,0.4723
67.0,0.2275,0.477
68.0,0.2319,0.4816
69.0,0.2363,0.4861
