# case 0229  h_peak=1.80 m  t_peak=480 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0001,0.01
4.0,0.0001,0.01
5.0,0.0002,0.0141
6.0,0.0004,0.02
7.0,0.0005,0.0224
8.0,0.0008,0.0283
9.0,0.001,0.0316
10.0,0.0013,0.0361
11.0,0.0016,0.04
12.0,0.002,0.0447
13.0,0.0025,0.05
14.0,0.003,0.0548
15.0,0.0035,0.0592
16.0,0.0041,0.064
17.0,0.0047,0.0686
18.0,0.0054,0.0735
19.0,0.0062,0.0787
20.0,0.007,0.0837
21.0,0.0079,0.0889
22.0,0.0088,0.0938
23.0,0.0098,0.099
24.0,0.0108,0.1039
25.0,0.0119,0.1091
26.0,0.0131,0.1145
27.0,0.0143,0.1196
28.0,0.0156,0.1249
29.0,0.0169,0.13
30.0,0.0183,0.1353
31.0,0.0198,0.1407
32.0,0.0213,0.1459
33.0,0.0229,0.1513
34.0,0.0245,0.1565
35.0,0.0262,0.1619
36.0,0.028,0.1673
37.0,0.0298,0.1726
38.0,0.0317,0.178
39.0,0.0337,0.1836
40.0,0.0357,0.1889
41.0,0.0378,0.1944
42.0,0.0399,0.1997
43.0,0.0421,0.2052
44.0,0.0444,0.2107
45.0,0.0467,0.2161
46.0,0.0491,0.2216
47.0,0.0515,0.2269
48.0,0.054,0.2324
49.0,0.0566,0.2379
50.0,0.0592,0.2433
51.0,0.0619,0.2488
52.0,0.0646,0.2542
53.0,0.0674,0.2596
54.0,0.0703,0.2651
55.0,0.0732,0.2706
56.0,0.0762,0.276
57.0,0.0792,0.2814
58.0,0.0823,0.2869
59.0,0.0854,0.2922
60.0,0.0886,0.2977
61.0,0.0919,0.3032
62.0,0.0952,0.3085
63.0,0.0986,0.314
64.0,0.102,0.3194
65.0,0.1055,0.3248
66.0,0.109,0.3302
67.0,0.1126,0.3356
68.0,0.1162,0.3409
69.0,0.1199,0.3463
70.0,0.1237,0.3517
71.0,0.1275,0.3571
72.0,0.1313,0.3624
73.0,0.1352,0.3677
74.0,0.1392,0.3731
75.0,0.1432,0.3784
76.0,0.1472,0.3837
77.0,0.1513,0.389
78.0,0.1555,0.3943
79.0,0.1597,0.3996
80.0,0.1639,0.4048
81.0,0.1682,0.4101
82.0,0.1726,0.4155
83.0,0.177,0.4207
84.0,0.1814,0.4259
85.0,0.1859,0.4312
86.0,0.1904,0.4363
87.0,0.1949,0.4415
88.0,0.1996,0.4468
89.0,0.2042,0.4519
90.0,0.2089,0.4571
91.0,0.2136,0.4622
92.0,0.2184,0.4673
93.0,0.2232,0.4724
94.0,0.2281,0.4776
95.0,0.233,0.4827
96.0,0.2379,0.4877
97.0,0.2429,0.4928
98.0,0.2479,0.4979
99.0,0.253,0.503
100.0,0.2581,0.508
101.0,0.2632,0.513
102.0,0.2683,0.518
103.0,0.2735,0.523
104.0,0.2788,0.528
105.0,0.284,0.5329
106.0,0.2893,0.5379
107.0,0.2947,0.5429
108.0,0.3,0.5477
109.0,0.3054,0.5526
110.0,0.3109,0.5576
111.0,0.3163,0.5624
112.0,0.3218,0.5673
113.0,0.3273,0.5721
114.0,0.3329,0.577
115.0,0.3385,0.5818
116.0,0.3441,0.5866
117.0,0.3497,0.5914
118.0,0.3554,0.5962
119.0,0.3611,0.6009
120.0,0.3668,0.6056
121.0,0.3725,0.6103
122.0,0.3783,0.6151
123.0,0.3841,0.6198
124.0,0.3899,0.6244
125.0,0.3958,0.6291
126.0,0.4016,0.6337
127.0,0.4075,0.6384
128.0,0.4134,0.643
129.0,0.4194,0.6476
130.0,0.4253,0.6522
131.0,0.4313,0.6567
132.0,0.4373,0.6613
133.0,0.4433,0.6658
134.0,0.4493,0.6703
135.0,0.4554,0.6748
136.0,0.4615,0.6793
137.0,0.4675,0.6837
138.0,0.4736,0.6882
139.0,0.4798,0.6927
140.0,0.4859,0.6971
141.0,0.4921,0.7015
142.0,0.4982,0.7058
143.0,0.5044,0.7102
144.0,0.5106,0.7146
145.0,0.5168,0.7189
146.0,0.523,0.7232
147.0,0.5293,0.7275
148.0,0.5355,0.7318
149.0,0.5418,0.7361
150.0,0.5481,0.7403
151.0,0.5544,0.7446
152.0,0.5607,0.7488
153.0,0.567,0.753
154.0,0.5733,0.7572
155.0,0.5796,0.7613
156.0,0.5859,0.7654
157.0,0.5923,0.7696
158.0,0.5986,0.7737
159.0,0.605,0.7778
160.0,0.6114,0.7819
161.0,0.6177,0.7859
162.0,0.6241,0.79
163.0,0.6305,0.794
164.0,0.6369,0.7981
165.0,0.6433,0.8021
166.0,0.6497,0.806
167.0,0.6561,0.81
168.0,0.6625,0.8139
169.0,0.6689,0.8179
170.0,0.6753,0.8218
171.0,0.6817,0.8257
172.0,0.6881,0.8295
173.0,0.6945,0.8334
174.0,0.701,0.8373
175.0,0.7074,0.8411
176.0,0.7138,0.8449
177.0,0.7202,0.8486
178.0,0.7267,0.8525
179.0,0.7331,0.8562
180.0,0.7395,0.8599
181.0,0.7459,0.8637
182.0,0.7523,0.8674
183.0,0.7587,0.871
184.0,0.7652,0.8748
185.0,0.7716,0.8784
186.0,0.778,0.882
187.0,0.7844,0.8857
188.0,0.7908,0.8893
189.0,0.7972,0.8929
190.0,0.8036,0.8964
191.0,0.8099,0.8999
192.0,0.8163,0.9035
193.0,0.8227,0.907
194.0,0.8291,0.9105
195.0,0.8354,0.914
196.0,0.8418,0.9175
197.0,0.8481,0.9209
198.0,0.8545,0.9244
199.0,0.8608,0.9278
200.0,0.8671,0.9312
201.0,0.8735,0.9346
202.0,0.8798,0.938
203.0,0.8861,0.9413
204.0,0.8924,0.9447
205.0,0.8986,0.9479
206.0,0.9049,0.9513
207.0,0.9112,0.9546
208.0,0.9174,0.9578
209.0,0.9237,0.9611
210.0,0.9299,0.9643
211.0,0.9361,0.9675
212.0,0.9423,0.9707
213.0,0.9485,0.9739
214.0,0.9547,0.9771
215.0,0.9609,0.9803
216.0,0.9671,0.9834
217.0,0.9732,0.9865
218.0,0.9794,0.9896
219.0,0.9855,0.9927
220.0,0.9916,0.9958
221.0,0.9977,0.9988
222.0,1.0038,1.0019
223.0,1.0098,1.0049
224.0,1.0159,1.0079
225.0,1.0219,1.0109
226.0,1.028,1.0139
227.0,1.034,1.0169
228.0,1.04,1.0198
229.0,1.0459,1.0227
230.0,1.0519,1.0256
231.0,1.0579,1.0285
232.0,1.0638,1.0314
233.0,1.0697,1.0343
234.0,1.0756,1.0371
235.0,1.0815,1.04
236.0,1.0873,1.0427
237.0,1.0932,1.0456
238.0,1.099,1.0483
239.0,1.1048,1.0511
240.0,1.1106,1.0539
241.0,1.1164,1.0566
242.0,1.1222,1.0593
243.0,1.1279,1.062
244.0,1.1336,1.0647
245.0,1.1393,1.0674
246.0,1.145,1.07
247.0,1.1507,1.0727
248.0,1.1563,1.0753
249.0,1.1619,1.0779
250.0,1.1675,1.0805
251.0,1.1731,1.0831
252.0,1.1787,1.0857
253.0,1.1842,1.0882
254.0,1.1897,1.0907
255.0,1.1952,1.0933
256.0,1.2007,1.0958
257.0,1.2062,1.0983
258.0,1.2116,1.1007
259.0,1.2171,1.1032
260.0,1.2225,1.1057
261.0,1.2278,1.1081
262.0,1.2332,1.1105
263.0,1.2385,1.1129
264.0,1.2438,1.1153
265.0,1.2491,1.1176
266.0,1.2544,1.12
267.0,1.2596,1.1223
268.0,1.2649,1.1247
269.0,1.2701,1.127
270.0,1.2752,1.1292
271.0,1.2804,1.1315
272.0,1.2855,1.1338
273.0,1.2906,1.136
274.0,1.2957,1.1383
275.0,1.3008,1.1405
276.0,1.3058,1.1427
277.0,1.3108,1.1449
278.0,1.3158,1.1471
279.0,1.3208,1.1493
280.0,1.3257,1.1514
281.0,1.3306,1.1535
282.0,1.3355,1.1556
283.0,1.3404,1.1578
284.0,1.3453,1.1599
285.0,1.3501,1.1619
286.0,1.3549,1.164
287.0,1.3597,1.1661
288.0,1.3644,1.1681
289.0,1.3691,1.1701
290.0,1.3738,1.1721
291.0,1.3785,1.1741
292.0,1.3832,1.1761
293.0,1.3878,1.178
294.0,1.3924,1.18
295.0,1.397,1.1819
296.0,1.4015,1.1838
297.0,1.406,1.1857
298.0,1.4105,1.1876
299.0,1.415,1.1895
300.0,1.4195,1.1914
301.0,1.4239,1.1933
302.0,1.4283,1.1951
303.0,1.4327,1.197
304.0,1.437,1.1987
305.0,1.4413,1.2005
306.0,1.4456,1.2023
307.0,1.4499,1.2041
308.0,1.4541,1.2059
309.0,1.4583,1.2076
310.0,1.4625,1.2093
311.0,1.4667,1.2111
312.0,1.4708,1.2128
313.0,1.4749,1.2145
314.0,1.479,1.2161
315.0,1.4831,1.2178
316.0,1.4871,1.2195
317.0,1.4911,1.2211
318.0,1.4951,1.2227
319.0,1.4991,1.2244
320.0,1.503,1.226
321.0,1.5069,1.2276
322.0,1.5108,1.2291
323.0,1.5146,1.2307
324.0,1.5184,1.2322
325.0,1.5222,1.2338
326.0,1.526,1.2353
327.0,1.5297,1.2368
